text,user,location,Subject,state
" If Joe Biden was willing to sacrifice his own son in order in lining his pockets, what do you think he‚??ll do to us?",b00mertastic1,"Penn Hills, PA",Joe Biden,Pennsylvania
  Joe Biden has no plan to move America forward!President Trump has proven he has the business skillset‚?¶,NenaEspinosa,"Oklahoma, USA",Joe Biden,Oklahoma
" Joe Biden's campaign said it had lost out on more than $500,000 in potential campaign donations this week and blamed Facebook afte‚?¶",OLIVERLESA66,"Washington DC /South Miami, FL",Joe Biden,Florida
 BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat‚?¶,rsmith7964,Texas,Joe Biden,Texas
"Joe Biden on Oct 24, 2020 at Dallas, Pennsylvania in Luzerne County:""Children are the kite strings that life our‚?¶ ",AgileTator,"Philadelphia, PA",Joe Biden,Pennsylvania
 FOR Joe Biden! TAKE AMERICA BACK AGAIN FROM TYRANTS!,NoLiarInChief,Florida,Joe Biden,Florida
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",marialfc,New Jersey,Joe Biden,New Jersey
 Clarence Thomas' wife promotes bogus conspiracy theories attacking Joe Biden: report | Via: Alternet ‚?¶,papahaha2,"Charleston, IL",Joe Biden,Illinois
 Winston Churchill‚??s granddaughter has written a ‚Å¶‚Å© op-ed on why she voted for ‚Å¶‚Å©.  ‚?¶,dolphinman47,"Los Angeles, CA",Joe Biden,California
" Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according to‚?¶",GonzalezRafael,"Tampa, FL",Joe Biden,Florida
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",offcenterfed,"Kansas, USA",Joe Biden,Kansas
   Not so sure trump cares one way or the other he just goes where he thinks the vot‚?¶ ,PatrickWoerner,Delaware,Joe Biden,Delaware
   I hope there are a lot of disgusted republicans that vote for Joe Biden for Pre‚?¶ ,IwasSam2,"Texas, USA",Joe Biden,Texas
 BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t‚?¶,JayJackson24,"Atlanta, GA",Joe Biden,Georgia
 Vote for Joe Biden. You won't have to worry about what kind of crazy bullshit he might tweet at three in the morning.,mdh9876,"Arizona, USA",Joe Biden,Arizona
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,micalaag,"Cape Cod, MA",Joe Biden,Massachusetts
 The Trump campaign is currently blanketing airways with ‚??you won‚??t be safe in Joe Biden‚??s America‚?ù ads. The Trump campaign‚??s l‚?¶,lauerschu,"Minnesota, USA",Joe Biden,Minnesota
"JUST IN: Joe Biden, Kamala Harris, and their spouses will be spending the last day before the election in Pennsylva‚?¶ ",KDKA,"Pittsburgh, PA",Joe Biden,Pennsylvania
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",HeatherEdward18,"Denton, TX",Joe Biden,Texas
"The Editorial Board: Joe Biden is running on Covid and character, but Americans should know they may be voting for‚?¶ ",WSJopinion,New York,Joe Biden,New York
Biden Campaign Spox Does Not Deny Joe Biden Met with Hunter Associate and Whistleblower Tony Bobulinski (VIDEO) ,Obscure2theJude,"Michigan, USA",Joe Biden,Michigan
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,DRMBYRNES,"Illinois, USA",Joe Biden,Illinois
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,maridorf,"Missouri, USA",Joe Biden,Missouri
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",Lubbock_Al,"Lubbock, TX",Joe Biden,Texas
" A Fox reporter says both Fox News and WSJ reviewed all of Bobulinski's documents, ""and they did not show a role for Joe Bid‚?¶",overmann47,"Kansas City, MO",Joe Biden,Missouri
" Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according to‚?¶",nonicara,"Hudson Valley, NY",Joe Biden,New York
" Joe Biden gets aging Bon Jovi and CHER, President Donald Trump gets Lil Wayne.",D_A_Welch,"Texas, USA",Joe Biden,Texas
 Come on Texas VOTE them ALL out !! Your COUNTRY is depending you ?????????The Winning team MUST be Joe Biden an Kamala Harris ‚ù§Ô∏è h‚?¶,ange312830,NJ,Joe Biden,New Jersey
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",UnDaGrJD420,"South Carolina, USA",Joe Biden,South Carolina
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",jhbaddog1969,"Brent, AL",Joe Biden,Alabama
 ‚??There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re‚?¶,lanie551,"Missouri, USA",Joe Biden,Missouri
 Joe Biden is under performing Hillary‚??s numbers with black men &amp; Hispanics and she lost. Don‚??t believe the fake poll‚?¶,Nicollette_xoxo,"Pennsylvania, USA",Joe Biden,Pennsylvania
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",Siebmic,"Bangkok, Th & Dunedin, FL",Joe Biden,Florida
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,dsloandownes,"Chattanooga, TN",Joe Biden,Tennessee
" It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th‚?¶",JohnDSchultz1,"Texas, USA",Joe Biden,Texas
 Absolutely we‚??ve only a few days left we need to get on this and vote it‚??s the only way to remove trump! We need to vote for J‚?¶,RickWrightNow,"Akron, OH",Joe Biden,Ohio
 Hunter's Scandal:Now we know that  has an ongoing investigation into Joe Biden's son for money laundering since 2019.‚?¶,dp_hall,"Massachusetts, USA",Joe Biden,Massachusetts
" It‚??s weird, because this time, the polls and my personal observations tell me that Joe Biden is going‚?¶ ",StaceyCKs1,"Kansas, USA",Joe Biden,Kansas
"Joe Biden has been in politics 47 years, but Trump had to go after his son because he can‚??t find anything in a 47 y‚?¶ ",macbarb0503,"Florida, USA",Joe Biden,Florida
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,beckypie12,"Ohio, USA",Joe Biden,Ohio
" Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B‚?¶",Mikie_Chavez,"Arlington Heights, IL",Joe Biden,Illinois
 Joe Biden is always in a hurry to get back to the basement. ,aanaaxo,"Ohio, USA",Joe Biden,Ohio
        That Biden‚??s 201‚?¶ ,libeltheband,"Brooklyn, NY",Joe Biden,New York
 It is becoming increasingly obvious that the MSM and big tech are covering for Joe Biden to an extent that is unprecedente‚?¶,joshualapoint3,"Oregon, USA",Joe Biden,Oregon
 33.1% GDP growth is something you would NEVER hear under Joe Biden‚??s socialist policies. The Trump boom is upon us.,conleyanddeb,"Lima, OH",Joe Biden,Ohio
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,Gills0206,"Las Cruces, NM",Joe Biden,New Mexico
" Powerful op-ed by Edwina Sandys, ""I rarely wade into the political waters, but this year, at this moment, I am joining Repu‚?¶",jjinjupiter,Florida,Joe Biden,Florida
 It is becoming increasingly obvious that the MSM and big tech are covering for Joe Biden to an extent that is unprecedente‚?¶,ThisOldFarmhaus,"Ohio, USA",Joe Biden,Ohio
" ??®??®??® 33.1% GDP growth. Highest ever. The great American come back is real, don‚??t let Joe Biden and the Democrats destr‚?¶",lauriearay,"Okoboji, Iowa",Joe Biden,Iowa
 ‚??There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re‚?¶,saminock,"New Jersey, USA",Joe Biden,New Jersey
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",oh_danny_boy_88,"California, USA",Joe Biden,California
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,poppytools,"Buffalo, NY",Joe Biden,New York
 New polling has Joe Biden leading against Pres. Trump in battleground states.Watch  break down the numbers.http‚?¶,Heath004_,"Maine, USA",Joe Biden,Maine
 Trump is the worst jobs president in history. The GDP under trump has experienced the lowest annualized growth in modern h‚?¶,Janctesta,"New Jersey, USA",Joe Biden,New Jersey
 ‚??There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re‚?¶,jediwinetrick,"Virginia, USA",Joe Biden,Virginia
" Powerful op-ed by Edwina Sandys, ""I rarely wade into the political waters, but this year, at this moment, I am joining Repu‚?¶",Vickib64Black,"Albuquerque, NM",Joe Biden,New Mexico
 Stand back!  Tea Pain‚??s gonna make a #prediction about the Presidential election.  Here goes!Joe Biden will win the popul‚?¶,partyof7,"Knoxville, TN",Joe Biden,Tennessee
 Trump!  YOU have already destroyed the USA!  Joe Biden WILL bring our great country back!  WITHOUT you ??∫??∏??∫??∏??∫??∏??∫??∏??∫??∏,TeriBierstedt,"Brookings, SD",Joe Biden,South Dakota
" ""Democrats are far more likely to win Senate control if Joe Biden wins the presidency, and climbing coronavirus cases could make a‚?¶",twittipolitti,"Florida, USA",Joe Biden,Florida
"  Nice try, Martha, but let us know when it gets back to as good as it was when your boy, tRump, inherited it f‚?¶",mary_swilling,SC,Joe Biden,South Carolina
 Winston Churchill‚??s granddaughter has written a ‚Å¶‚Å© op-ed on why she voted for ‚Å¶‚Å©.  ‚?¶,karrasvictoria1,"Springfield, IL",Joe Biden,Illinois
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",calpolypaul,"Columbus, NE",Joe Biden,Nebraska
 How Biden‚??s retirement plans could save small business workersIf Joe Biden wins 401(K) plans could be in for a major‚?¶,He_Knew_,"San Diego, CA",Joe Biden,California
" Winston Churchill‚??s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y‚?¶",Jan61967896,"New Hampshire, USA",Joe Biden,New Hampshire
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",SusanBodnar1,"New York, NY",Joe Biden,New York
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",MattEIce913,"Nashville, TN",Joe Biden,Tennessee
 #Business - Wall Street drops Donald #Trump in favor of Joe Biden#WallStreet #TraitorInChief #RemoveTrump #TrumpFascis‚?¶,MiamiPapers,"Miami, FL",Joe Biden,Florida
" Here's what Taylor Swift, Cardi B, Billie Eilish, Bad Bunny and other stars have said about the upcoming election  ‚?¶",LL_COOL_TAYE,"Detroit, MI",Joe Biden,Michigan
" There are four days until Election Day. Here‚??s the latest:‚?? Joe Biden leads by 3 points in North Carolina, a New York Times/S‚?¶",GrondaMorin,Florida,Joe Biden,Florida
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,Amanda67368866,"Newport News, VA",Joe Biden,Virginia
" YES  We are VOTING FOR JOE BIDEN because you are, without doubt,  the‚?¶ ",oldwisecrone,"Oregon, USA",Joe Biden,Oregon
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",ChickySDV,Massachusetts,Joe Biden,Massachusetts
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",BrendaR22986502,"Alabama, USA",Joe Biden,Alabama
" ‚??Please, for the sake of our country, free yourselves and vote your conscience. ‚??Churchill granddaughter: Donald Trump is‚?¶",saminock,"New Jersey, USA",Joe Biden,New Jersey
"  months ago I was gleeful that Joe beat Bernie because I am a centrist.Now, Biden plan has- Gun Confi‚?¶",we_lost_our_way,"Ohio, USA",Joe Biden,Ohio
" 'I stand for truth over lies,' Spurs' Popovich endorses Joe Biden  #GoSpursGo",AdrianSaenz,"Washington, DC",Joe Biden,Washington
 ‚??There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re‚?¶,MatthewRHess,"Wheeling, IL",Joe Biden,Illinois
" Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",healthcoach4all,"Long Island, New York ",Joe Biden,New York
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",MedinGregory,Louisiana,Joe Biden,Louisiana
 Former Michigan Gov. Rick Snyder (R) told Fox Nutwork News he‚??s supporting Joe Biden for president.,shareitarie10,"Iowa, USA",Joe Biden,Iowa
" BREAKING: After endorsing Donald Trump, rapper Lil Wayne is no longer black according to Joe Biden",DyessKay,Texas,Joe Biden,Texas
President Donald Trump raised nearly twice as much money in Texas as Joe Biden ,Kamerounaise75,"Brooklyn, NY",Joe Biden,New York
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",WaaDooWho,"Maine, USA",Joe Biden,Maine
"Churchill granddaughter: I'm an artist, but it's time for me to speak out on politics ",johndalytv,"Sunset Beach, NC",Joe Biden,North Carolina
" Joe Biden isn‚??t stupid, he has Dementia.The people voting for him are stupid!",pd8557,Florida,Joe Biden,Florida
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,CaralynDavis,"Asheville, NC, USA",Joe Biden,North Carolina
"Churchill granddaughter: I'm an artist, but it's time for me to speak out on politics  via ",KateMcCreedy,"St Petersburg, FL",Joe Biden,Florida
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",EdBorowiak4,"St Charles,IL",Joe Biden,Illinois
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",Dxnisxn,"Copiague, NY",Joe Biden,New York
 The Economist endorses Joe Biden Trump is a destructive president. Re-election would reaffirm all his worst instincts.‚?¶,JGerardInc,"Miami Beach, FL",Joe Biden,Florida
